measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Switzerland,Both,All ages,Other pharynx cancer,Rate,2019,1.8239331885245156,2.0723016001347223,1.6033114172551324
Deaths,Switzerland,Both,All ages,Gallbladder and biliary tract cancer,Rate,2019,2.890536804712225,3.283275562739034,2.2624980344367924
Deaths,Switzerland,Both,All ages,Pancreatic cancer,Rate,2019,18.018342354023257,19.84774230825403,16.020984723569164
Deaths,Switzerland,Both,All ages,Malignant skin melanoma,Rate,2019,4.035461158650758,4.696512260303384,2.1722477855874764
Deaths,Dominica,Both,All ages,Esophageal cancer,Rate,2019,6.790188927722997,8.330544913767941,5.465038866065766
Deaths,Denmark,Both,All ages,Other neoplasms,Rate,2019,2.953013498822637,3.58760740690139,1.8520937757564986
Deaths,Croatia,Both,All ages,Other malignant neoplasms,Rate,2019,8.17702544405321,10.16813562721122,6.479797899735974
Deaths,Egypt,Both,All ages,Other malignant neoplasms,Rate,2019,3.6560166706055526,4.851775746498437,2.699146886448884
Deaths,Myanmar,Both,All ages,Esophageal cancer,Rate,2019,1.9389917805253063,2.932933507938553,1.5353148222100275
Deaths,Myanmar,Both,All ages,Stomach cancer,Rate,2019,5.721943163388669,6.996770113305044,4.746643373117643
Deaths,Myanmar,Both,All ages,Liver cancer,Rate,2019,3.575877900242023,4.251728558914137,2.9800425021408095
Deaths,Myanmar,Both,All ages,Larynx cancer,Rate,2019,0.8723072195055342,1.1531487964677487,0.7062762415585312
Deaths,Myanmar,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2019,19.411540027464362,26.277130234594182,14.441893979423318
Deaths,Uganda,Both,All ages,Esophageal cancer,Rate,2019,5.4591867295294865,6.898635980038683,4.17975248158276
Deaths,Uganda,Both,All ages,Stomach cancer,Rate,2019,2.875961950335724,3.5339821686050485,2.287104612940553
Deaths,Uganda,Both,All ages,Liver cancer,Rate,2019,2.3694292326485944,2.9764432880502203,1.8554256976854817
Deaths,Uganda,Both,All ages,Larynx cancer,Rate,2019,0.5072412977223789,0.6362791680088498,0.39290403773635213
Deaths,Uganda,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2019,2.5187146031793994,3.0066254181923937,2.0129394731555474
Deaths,Uganda,Both,All ages,Breast cancer,Rate,2019,5.137421152776607,6.557860090478851,3.8823801083294662
Deaths,Uganda,Both,All ages,Cervical cancer,Rate,2019,5.403357906358668,7.052557178346072,3.83584359565046
Deaths,Uganda,Both,All ages,Uterine cancer,Rate,2019,0.7267711584496556,0.9390752001683321,0.5360313620846618
Deaths,Uganda,Both,All ages,Prostate cancer,Rate,2019,5.970564898572261,7.339722434415286,4.727467550133305
Deaths,Uganda,Both,All ages,Colon and rectum cancer,Rate,2019,3.694811104103956,4.515635934657769,2.903435952143711
Deaths,Uganda,Both,All ages,Lip and oral cavity cancer,Rate,2019,1.005249119601671,1.266584815323347,0.7579765661824811
Deaths,Uganda,Both,All ages,Nasopharynx cancer,Rate,2019,0.8940063376787643,1.1566395343634281,0.6733702345533091
Deaths,Uganda,Both,All ages,Other pharynx cancer,Rate,2019,0.600393983979009,0.7815982193710486,0.44311308908286445
Deaths,Switzerland,Both,All ages,Esophageal cancer,Rate,2019,6.573446246481454,7.319451031166172,5.86927557626327
Deaths,Switzerland,Both,All ages,Stomach cancer,Rate,2019,8.47805968098233,9.278348991545677,7.4991495170262565
Deaths,Switzerland,Both,All ages,Liver cancer,Rate,2019,8.728568618082596,9.682022533874532,7.8009522075421565
Deaths,Switzerland,Both,All ages,Larynx cancer,Rate,2019,1.1689856552083422,1.3027804108422283,1.046202592640974
Deaths,Switzerland,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2019,43.659810098643376,46.77098876988743,39.639671522540304
Deaths,Switzerland,Both,All ages,Breast cancer,Rate,2019,19.342234379396697,21.188388798776494,16.77641281047994
Deaths,Colombia,Both,All ages,Other malignant neoplasms,Rate,2019,4.47754540562073,5.7201321227952056,3.470996809354822
Deaths,Denmark,Both,All ages,Esophageal cancer,Rate,2019,8.915836886998505,10.01383396782584,7.933315020775425
Deaths,Denmark,Both,All ages,Stomach cancer,Rate,2019,8.742461780287167,9.552086854417361,7.933694186700396
Deaths,Denmark,Both,All ages,Liver cancer,Rate,2019,6.379980624522515,7.016840456528621,5.732466817079368
Deaths,Denmark,Both,All ages,Larynx cancer,Rate,2019,1.7652862993261622,1.941785565946586,1.5874294433692329
Deaths,Ukraine,Both,All ages,Brain and central nervous system cancer,Rate,2019,5.988250909662528,7.412775784968177,4.862011383867528
Deaths,Ukraine,Both,All ages,Thyroid cancer,Rate,2019,0.8901801273841491,1.0612011579180658,0.7460974160565469
Deaths,Ukraine,Both,All ages,Mesothelioma,Rate,2019,0.6230398894093163,1.127102191189131,0.37959446922026335
Deaths,Ukraine,Both,All ages,Hodgkin lymphoma,Rate,2019,0.9897835985935696,1.2891104324820089,0.7802396385496719
Deaths,Ukraine,Both,All ages,Non-Hodgkin lymphoma,Rate,2019,3.7783323291042077,4.517178458138141,3.1301904890430055
Deaths,Ukraine,Both,All ages,Multiple myeloma,Rate,2019,1.6615076098646258,1.9786902636660388,1.3759754676553126
Deaths,Ukraine,Both,All ages,Leukemia,Rate,2019,6.698878750897583,8.020483907083882,5.674179959083376
Deaths,Ukraine,Both,All ages,Other neoplasms,Rate,2019,0.3738201020995683,0.7303077502328018,0.26996934116739785
Deaths,Switzerland,Both,All ages,Cervical cancer,Rate,2019,2.22795165364557,2.5077582893415036,1.851250648292903
Deaths,Switzerland,Both,All ages,Uterine cancer,Rate,2019,2.1558021407383476,2.452504576151971,1.832410682439302
Deaths,Switzerland,Both,All ages,Prostate cancer,Rate,2019,21.791802444628,33.80822755537661,17.911046259167836
Deaths,Switzerland,Both,All ages,Colon and rectum cancer,Rate,2019,25.461177630124293,27.70650892939365,22.559962857942672
Deaths,Russian Federation,Both,All ages,Non-melanoma skin cancer,Rate,2019,1.3590845206300453,1.5625008686147552,1.1765981315747565
Deaths,Russian Federation,Both,All ages,Ovarian cancer,Rate,2019,6.392416930693391,7.992329001312818,5.022897763527334
Deaths,Russian Federation,Both,All ages,Testicular cancer,Rate,2019,0.22320114962300205,0.27299607448889135,0.1788473810798016
Deaths,Russian Federation,Both,All ages,Kidney cancer,Rate,2019,6.947841940868379,7.95794508097272,6.034526963289529
Deaths,Russian Federation,Both,All ages,Bladder cancer,Rate,2019,4.896494838198376,5.625653761225643,4.168768572584937
Deaths,Russian Federation,Both,All ages,Brain and central nervous system cancer,Rate,2019,4.8874820560858705,5.854590593100643,3.415554053343214
Deaths,Russian Federation,Both,All ages,Thyroid cancer,Rate,2019,0.8780652927584782,1.0098948239419197,0.7580865713085432
Deaths,Russian Federation,Both,All ages,Mesothelioma,Rate,2019,0.41561523036900966,0.5096140584209815,0.3419755706607493
Deaths,Russian Federation,Both,All ages,Hodgkin lymphoma,Rate,2019,0.5776094369116017,0.7280522907803568,0.4840616768416629
Deaths,Ukraine,Both,All ages,Kidney cancer,Rate,2019,7.2160787843286105,8.680500328123715,5.963209851675142
Deaths,Ukraine,Both,All ages,Bladder cancer,Rate,2019,5.837554696380585,6.993473360513719,4.799261593916201
Deaths,Ukraine,Both,All ages,Esophageal cancer,Rate,2019,4.615060803645609,5.663778961336975,3.6596911911950003
Deaths,Costa Rica,Both,All ages,Esophageal cancer,Rate,2019,1.9307304136143577,2.4669840214308874,1.4705915360440767
Deaths,Costa Rica,Both,All ages,Stomach cancer,Rate,2019,20.563337801773283,25.868483747756436,15.979562016281488
Deaths,Costa Rica,Both,All ages,Liver cancer,Rate,2019,5.7000378189904195,7.2296275758286335,4.409878915095839
Deaths,Costa Rica,Both,All ages,Larynx cancer,Rate,2019,1.1866478963550107,1.5155462679679612,0.9106727915903634
Deaths,Costa Rica,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2019,10.426848431838504,13.05983695817481,8.145043045110523
Deaths,Costa Rica,Both,All ages,Breast cancer,Rate,2019,9.291951508019396,11.679323713976075,7.307741396668143
Deaths,Denmark,Both,All ages,Non-Hodgkin lymphoma,Rate,2019,7.516835066725645,8.916562091991254,6.1485660443378976
Deaths,Denmark,Both,All ages,Multiple myeloma,Rate,2019,5.716138831080787,6.419243715971298,4.294726195159553
Deaths,Denmark,Both,All ages,Leukemia,Rate,2019,9.93953141386268,11.047510339942539,8.843514408882513
Deaths,Czechia,Both,All ages,Malignant skin melanoma,Rate,2019,3.946804628115829,5.05824782518607,2.567760674910382
Deaths,Czechia,Both,All ages,Non-melanoma skin cancer,Rate,2019,1.586712031589566,1.8996991642439645,1.298000327478473
Deaths,Czechia,Both,All ages,Ovarian cancer,Rate,2019,7.7472052898513155,9.619166229428606,6.1805840138175725
Deaths,Czechia,Both,All ages,Testicular cancer,Rate,2019,0.36704894012339323,0.46249666401526063,0.2870816042384307
Deaths,Czechia,Both,All ages,Kidney cancer,Rate,2019,12.883688200964851,15.82546805426673,10.478679318437761
Deaths,Czechia,Both,All ages,Bladder cancer,Rate,2019,9.179613420104994,11.020772652098733,7.43278894851372
Deaths,Czechia,Both,All ages,Brain and central nervous system cancer,Rate,2019,7.233069857868445,9.19361556927613,4.90172328100388
Deaths,Czechia,Both,All ages,Thyroid cancer,Rate,2019,0.8453305929184697,1.0298123593317314,0.6825562820941365
Deaths,Czechia,Both,All ages,Mesothelioma,Rate,2019,0.47375515247440025,0.5950669030524421,0.380872818404979
Deaths,Czechia,Both,All ages,Hodgkin lymphoma,Rate,2019,0.6095790204859695,0.8332537744189737,0.47260377117720215
Deaths,Czechia,Both,All ages,Non-Hodgkin lymphoma,Rate,2019,6.45392162758225,7.93302901481292,5.206752289452032
Deaths,Czechia,Both,All ages,Multiple myeloma,Rate,2019,4.6329113449415,5.707083891227135,3.6417383760472606
Deaths,Czechia,Both,All ages,Leukemia,Rate,2019,9.77563769315656,11.654385394822354,8.024606713980894
Deaths,Uganda,Both,All ages,Other malignant neoplasms,Rate,2019,4.820004464764765,6.439204148458416,3.715274093258978
Deaths,Switzerland,Both,All ages,Non-melanoma skin cancer,Rate,2019,1.5409729853569882,1.742416056960721,1.0866382607549332
Deaths,Switzerland,Both,All ages,Ovarian cancer,Rate,2019,5.797311608380703,6.60463922195508,4.662672104572751
Deaths,Switzerland,Both,All ages,Testicular cancer,Rate,2019,0.19606785515387276,0.2272082787787382,0.16776700885237145
Deaths,Switzerland,Both,All ages,Kidney cancer,Rate,2019,5.599521754761478,6.192981130343615,4.992871113447813
Deaths,Switzerland,Both,All ages,Bladder cancer,Rate,2019,7.905297488523487,8.893179641537042,6.8051024361303245
Deaths,Switzerland,Both,All ages,Brain and central nervous system cancer,Rate,2019,5.770536656770628,6.812424632741032,3.320238560212589
Deaths,Switzerland,Both,All ages,Thyroid cancer,Rate,2019,1.0467268719399214,1.1980060933745156,0.8474651788060833
Deaths,Switzerland,Both,All ages,Mesothelioma,Rate,2019,2.3073888303139984,2.545252597152465,2.0468887566970895
Deaths,Switzerland,Both,All ages,Hodgkin lymphoma,Rate,2019,0.3761543793377614,0.45196198052822767,0.2746590607475981
Deaths,Switzerland,Both,All ages,Non-Hodgkin lymphoma,Rate,2019,7.546575043602481,8.688276766638387,6.53075511200845
Deaths,Switzerland,Both,All ages,Multiple myeloma,Rate,2019,5.353365586593309,6.026413333801757,3.949462753989024
Deaths,Switzerland,Both,All ages,Leukemia,Rate,2019,7.214577638752787,7.934132185419982,6.412061480355513
Deaths,Switzerland,Both,All ages,Other neoplasms,Rate,2019,3.1548147274413414,3.7198235466995286,2.1060454795799672
Deaths,Iran (Islamic Republic of),Both,All ages,Esophageal cancer,Rate,2019,3.640747284153028,3.9872349548206936,2.8704642900947075
Deaths,Iran (Islamic Republic of),Both,All ages,Stomach cancer,Rate,2019,12.991273332483436,13.941035213150158,12.033751322073867
Deaths,Costa Rica,Both,All ages,Testicular cancer,Rate,2019,0.3057997157791084,0.40297534588246353,0.21246649365724934
Deaths,Costa Rica,Both,All ages,Kidney cancer,Rate,2019,2.3763623648365972,3.0839611356916827,1.7930889552623666
Deaths,Costa Rica,Both,All ages,Bladder cancer,Rate,2019,2.248319906967252,2.8438263413939504,1.7346947327998574
Deaths,Costa Rica,Both,All ages,Brain and central nervous system cancer,Rate,2019,2.884691276605046,4.068615905897164,1.4463948417801615
Deaths,Costa Rica,Both,All ages,Thyroid cancer,Rate,2019,0.721401527949451,0.9286824431992332,0.5560669562206302
Deaths,Costa Rica,Both,All ages,Mesothelioma,Rate,2019,0.11295522394800882,0.14316272014948025,0.08704205725604572
Deaths,Costa Rica,Both,All ages,Hodgkin lymphoma,Rate,2019,0.745218101625573,0.978899734138731,0.539206311749696
Deaths,Costa Rica,Both,All ages,Non-Hodgkin lymphoma,Rate,2019,4.801691326242391,6.141096998864031,3.685730214227095
Deaths,Costa Rica,Both,All ages,Multiple myeloma,Rate,2019,2.508421839423249,3.2522850953820344,1.731145137565185
Deaths,Costa Rica,Both,All ages,Leukemia,Rate,2019,5.369871441430389,6.697915195239658,4.16773834187317
Deaths,Costa Rica,Both,All ages,Other neoplasms,Rate,2019,0.9915354772005296,1.3356616987584133,0.6494473743926991
Deaths,Czechia,Both,All ages,Other neoplasms,Rate,2019,2.307574409145326,2.89520651662369,1.5637322711155486
Deaths,Dominica,Both,All ages,Pancreatic cancer,Rate,2019,11.273291477051666,13.712350427175934,9.01706479764251
Deaths,Dominica,Both,All ages,Malignant skin melanoma,Rate,2019,0.6421835119082404,0.8466163984790646,0.43761009809165013
Deaths,Dominica,Both,All ages,Non-melanoma skin cancer,Rate,2019,0.9012454139344538,1.1085467434300504,0.7320729424458591
Deaths,Dominica,Both,All ages,Ovarian cancer,Rate,2019,2.157899097658178,2.8703851175850104,1.1537351272840124
Deaths,Dominica,Both,All ages,Testicular cancer,Rate,2019,0.09902123562067315,0.1347740918038747,0.07040687342392392
Deaths,Dominica,Both,All ages,Kidney cancer,Rate,2019,3.2018392232471,3.9896124939330004,2.5317663260597527
Deaths,Dominica,Both,All ages,Bladder cancer,Rate,2019,5.27607587618197,6.374222119021708,4.370125143437655
Deaths,Dominica,Both,All ages,Brain and central nervous system cancer,Rate,2019,1.6980778955915707,2.3926218785220046,0.7419576818915067
Deaths,Dominica,Both,All ages,Thyroid cancer,Rate,2019,0.8964878483658693,1.1076623368443823,0.7168603224698794
Deaths,Dominica,Both,All ages,Mesothelioma,Rate,2019,0.48895479479856335,0.6202028376490327,0.38458421250995206
Deaths,Dominica,Both,All ages,Hodgkin lymphoma,Rate,2019,0.636797331853052,0.8774561934581514,0.4790794654976611
Deaths,Dominica,Both,All ages,Non-Hodgkin lymphoma,Rate,2019,8.94986632730308,11.009739283322796,7.298701916602542
Deaths,Finland,Both,All ages,Mesothelioma,Rate,2019,1.9551427379329172,2.173217766151825,1.7533169719210697
Deaths,Finland,Both,All ages,Hodgkin lymphoma,Rate,2019,0.4908143934962768,0.5819632467997276,0.39487132408027703
Deaths,Finland,Both,All ages,Non-Hodgkin lymphoma,Rate,2019,10.344525039435661,12.373274937041423,8.635290923053542
Deaths,Finland,Both,All ages,Multiple myeloma,Rate,2019,6.5522400471488345,7.454101758621494,5.640241196002698
Deaths,Finland,Both,All ages,Leukemia,Rate,2019,7.660645933244695,8.46179423291305,6.861828940921917
Deaths,Finland,Both,All ages,Other neoplasms,Rate,2019,2.8470415027223006,3.3495788513714984,1.9858362922888944
Deaths,Cuba,Both,All ages,Other malignant neoplasms,Rate,2019,7.540988940536214,9.212594206066996,5.9569577048902405
Deaths,Philippines,Both,All ages,Non-Hodgkin lymphoma,Rate,2019,1.9440886020578656,2.3272937940990097,1.6114347553876849
Deaths,Philippines,Both,All ages,Multiple myeloma,Rate,2019,0.41800515606513716,0.5285940715019206,0.3316040807275446
Deaths,Philippines,Both,All ages,Leukemia,Rate,2019,3.7567782395413505,4.43292396549752,3.1555785389568882
Deaths,Iran (Islamic Republic of),Both,All ages,Liver cancer,Rate,2019,2.9671676724203837,3.2621191331491652,2.694991094171763
Deaths,Iran (Islamic Republic of),Both,All ages,Larynx cancer,Rate,2019,1.7210667376283777,1.9141625399782547,1.5687810584591502
Deaths,Iran (Islamic Republic of),Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2019,10.585370562835005,11.381937937816613,9.783404965954116
Deaths,Iran (Islamic Republic of),Both,All ages,Breast cancer,Rate,2019,5.646750155425774,6.227387369840847,5.174904367966198
Deaths,Iran (Islamic Republic of),Both,All ages,Cervical cancer,Rate,2019,0.9029164510498402,1.037273350691898,0.6545224332254546
Deaths,Iran (Islamic Republic of),Both,All ages,Uterine cancer,Rate,2019,0.41409138136447493,0.4857024204387573,0.22067042323115998
Deaths,Iran (Islamic Republic of),Both,All ages,Prostate cancer,Rate,2019,4.64573295384311,5.265547647099573,3.454799008069141
Deaths,Iran (Islamic Republic of),Both,All ages,Colon and rectum cancer,Rate,2019,7.607714173885061,8.194423110000127,7.002743924771116
Deaths,Iran (Islamic Republic of),Both,All ages,Lip and oral cavity cancer,Rate,2019,0.5770354517967927,0.6337892265980639,0.5286763755556995
Deaths,Iran (Islamic Republic of),Both,All ages,Nasopharynx cancer,Rate,2019,0.1527314804192047,0.16520809195780417,0.14255862684471773
Deaths,Iran (Islamic Republic of),Both,All ages,Other pharynx cancer,Rate,2019,0.17216927887710512,0.189117658481631,0.15781491941654874
Deaths,Iran (Islamic Republic of),Both,All ages,Gallbladder and biliary tract cancer,Rate,2019,0.9511558378359835,1.0722798538005633,0.7573767919612714
Deaths,Iran (Islamic Republic of),Both,All ages,Pancreatic cancer,Rate,2019,3.9866475875127168,4.3221720392419005,3.705866659090902
Deaths,Iran (Islamic Republic of),Both,All ages,Malignant skin melanoma,Rate,2019,0.3888000098843382,0.46985624358022066,0.2562728979830381
Deaths,Iran (Islamic Republic of),Both,All ages,Non-melanoma skin cancer,Rate,2019,0.37090108521353266,0.4008991720275062,0.33490454688607346
Deaths,Dominica,Both,All ages,Multiple myeloma,Rate,2019,7.804564551498125,9.805185536852422,6.24951355993309
Deaths,Dominica,Both,All ages,Leukemia,Rate,2019,7.495662852951399,9.198271086597686,6.049650727233372
Deaths,Dominica,Both,All ages,Other neoplasms,Rate,2019,1.1723939561201553,1.5015607943010552,0.9396428991521303
Deaths,United Kingdom,Both,All ages,Leukemia,Rate,2019,8.713277667445501,9.132470769498866,7.909271880663113
Deaths,United Kingdom,Both,All ages,Other neoplasms,Rate,2019,3.387920228921172,4.878749849974405,2.6534293914651568
Deaths,Iran (Islamic Republic of),Both,All ages,Thyroid cancer,Rate,2019,0.40506029160012025,0.44529542614037193,0.29104753487120816
Deaths,Iran (Islamic Republic of),Both,All ages,Mesothelioma,Rate,2019,0.04903895151057657,0.05956462733582598,0.043381457816526914
Deaths,Iran (Islamic Republic of),Both,All ages,Hodgkin lymphoma,Rate,2019,0.36411665369409657,0.4189032368732869,0.24089110284517215
Deaths,Iran (Islamic Republic of),Both,All ages,Non-Hodgkin lymphoma,Rate,2019,1.8749898300011456,2.009333820023402,1.7400873552036225
Deaths,Iran (Islamic Republic of),Both,All ages,Multiple myeloma,Rate,2019,0.8027685211470156,0.9366355195004309,0.5726560105765635
Deaths,Myanmar,Both,All ages,Breast cancer,Rate,2019,8.4446311332219,10.583774089632387,6.9144299931686515
Deaths,Costa Rica,Both,All ages,Cervical cancer,Rate,2019,4.265541472903559,5.6672025535991555,3.2463609164749334
Deaths,Costa Rica,Both,All ages,Uterine cancer,Rate,2019,1.4503284412906343,1.842684182773496,1.1238446766690668
Deaths,Costa Rica,Both,All ages,Prostate cancer,Rate,2019,12.088500723525831,16.01411080247075,7.286248541388157
Deaths,Costa Rica,Both,All ages,Colon and rectum cancer,Rate,2019,16.697004659788234,20.898113022045024,13.184581876866593
Deaths,Costa Rica,Both,All ages,Lip and oral cavity cancer,Rate,2019,1.284929680906433,1.620067225716949,0.9928736128730772
Deaths,Costa Rica,Both,All ages,Nasopharynx cancer,Rate,2019,0.41855427939219036,0.5512825116201199,0.3137703986395933
Deaths,Costa Rica,Both,All ages,Other pharynx cancer,Rate,2019,0.5832022118669724,0.767162244457842,0.43466768061969513
Deaths,Costa Rica,Both,All ages,Gallbladder and biliary tract cancer,Rate,2019,1.9977337211110853,3.1513618960347944,1.4578583493363426
Deaths,Costa Rica,Both,All ages,Pancreatic cancer,Rate,2019,7.784251697731446,9.783115559152193,6.034372641826639
Deaths,Costa Rica,Both,All ages,Malignant skin melanoma,Rate,2019,1.3119553765686212,1.7975107849287473,0.8850716127090713
Deaths,Costa Rica,Both,All ages,Non-melanoma skin cancer,Rate,2019,1.321112807187544,1.6433009164845909,0.9608508744759033
Deaths,Costa Rica,Both,All ages,Ovarian cancer,Rate,2019,2.338671486838925,3.0526322469621783,1.7542044435926512
Deaths,Myanmar,Both,All ages,Other malignant neoplasms,Rate,2019,4.469767877780617,5.756713017065282,3.059486429963105
Deaths,Finland,Both,All ages,Esophageal cancer,Rate,2019,5.5811976803182946,6.227546621253124,4.955357260860785
Deaths,Finland,Both,All ages,Stomach cancer,Rate,2019,10.968429362658124,12.011337488293936,9.849794009128665
Deaths,Finland,Both,All ages,Liver cancer,Rate,2019,9.206481141659008,10.117464491232193,8.35692462990664
Deaths,Gabon,Both,All ages,Multiple myeloma,Rate,2019,0.9254083429034711,1.2114217862894985,0.6144537976757564
Deaths,Gabon,Both,All ages,Leukemia,Rate,2019,2.2795357671045693,2.926962910774315,1.6066413791138698
Deaths,Gabon,Both,All ages,Other neoplasms,Rate,2019,0.2786995976269163,0.38662282225711725,0.18583833132639582
Deaths,Philippines,Both,All ages,Other neoplasms,Rate,2019,0.17360503021800647,0.22586526703685958,0.1362569199200802
Deaths,Gabon,Both,All ages,Other malignant neoplasms,Rate,2019,3.5841181411511975,4.687977142049294,2.5433718510146153
Deaths,Yemen,Both,All ages,Other malignant neoplasms,Rate,2019,2.5241837643780136,3.312842803278173,1.8696808382344063
Deaths,Gabon,Both,All ages,Larynx cancer,Rate,2019,1.0380408022126075,1.401924324290104,0.7629370383458217
Deaths,Gabon,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2019,11.71939658144831,16.675649878998268,7.872213154649884
Deaths,Gabon,Both,All ages,Breast cancer,Rate,2019,9.190637086733496,12.80381772813459,6.025565419336762
Deaths,Gabon,Both,All ages,Cervical cancer,Rate,2019,5.833040662458267,8.484811873463126,3.7798750080754093
Deaths,Gabon,Both,All ages,Uterine cancer,Rate,2019,0.7402893257146902,1.055365300057353,0.503014092718074
Deaths,Gabon,Both,All ages,Prostate cancer,Rate,2019,6.679390737994303,8.892119450557479,4.301733214958019
Deaths,Gabon,Both,All ages,Colon and rectum cancer,Rate,2019,8.070579528629507,10.098892113235861,5.903262271265759
Deaths,Gabon,Both,All ages,Lip and oral cavity cancer,Rate,2019,1.686958829522266,2.2981598158046803,1.1751331524300328
Deaths,Gabon,Both,All ages,Nasopharynx cancer,Rate,2019,0.3666261303951704,0.5027843171794304,0.25654753683387904
Deaths,Côte d'Ivoire,Both,All ages,Other malignant neoplasms,Rate,2019,2.394258943339743,3.150698748774762,1.7392706565176428
Deaths,Gambia,Both,All ages,Esophageal cancer,Rate,2019,0.9088947353541786,1.1621268326797893,0.6792450931434196
